transaction_id,customer_id,transaction_amount,transaction_date,transaction_count,region,transaction_status
234c166c-91a5-47ac-9daa-e96b529fd31f,CUST5304,4838.32,2023-01-17,1,East,Success
c4e61ec1-d05b-4f19-ac1c-fdae477a31cf,CUST8019,2098.49,2023-01-11,2,East,Success
77c8f173-3948-47aa-8783-16fc7fcdca45,CUST7543,2530.49,2023-01-30,1,North,Success
7292659b-c604-42ec-89f1-f6f22aea7f24,CUST6930,2450.25,2023-01-09,2,South,Fail
cfda2619-3c21-4b9c-8a4a-a4cb3f3cb507,CUST4593,1434.03,2023-01-07,3,East,Fail
13baccfc-b538-425e-ac08-27211470eec4,CUST3266,3456.67,2023-01-22,2,South,Fail
ffb4b4fa-91b0-49c8-a431-14a08c41606d,CUST9348,3396.59,2023-01-23,4,South,Success
a09a1dd1-2b92-4425-8803-2944dc29cca2,CUST9085,2988.59,2023-01-11,3,South,Success
d9433647-6afe-4bcc-8e15-af4ebf432dca,CUST2489,2651.04,2023-01-08,4,North,Fail
d7b40f59-c473-4949-a4a2-42e1f242d67b,CUST1771,1468.97,2023-01-09,1,North,Success
ad72a7b4-9c7a-47dd-8a1e-bea8cf49c666,CUST2796,2415.54,2023-01-13,1,South,Fail
0d6ebd26-1e79-46ec-8d91-ca3f3be13320,CUST3504,2511.52,2023-01-05,1,West,Success
e01a2f4d-ff2c-4ded-a64e-2ec802de9726,CUST3621,1995.92,2023-01-22,2,North,Fail
295cef2b-ec8e-4804-a403-95671bed6bc5,CUST7916,2750,2023-01-21,2,West,Success
554f19fc-3e50-4cba-81de-18a5663986e8,CUST2040,3648.33,2023-01-10,5,West,Success
ad8c1b78-51ce-40f1-bf02-3de54d4c282a,CUST7304,7654.84,2023-01-15,5,South,Fail
a32c5a28-cb21-4fde-821f-047bdb6d1d9d,CUST7252,3252.86,2023-01-11,2,West,Success
077d0eaf-a386-4079-8072-9a52f67b59b7,CUST8668,3390.64,2023-01-30,2,West,Success
182a9291-4d92-40fa-a726-ea023888a755,CUST9669,2872.04,2023-01-25,3,West,Fail
0da2a221-da81-4def-a830-1ba5ca452feb,CUST5119,1142.09,2023-01-30,2,South,Success
8ad61d60-0747-40bd-a337-850207c33aeb,CUST1188,2941.7,2023-01-03,1,South,Fail
740a6663-9373-4a40-aa71-d6c86d44ee27,CUST2876,3072.1,2023-01-01,2,North,Success
2e93bb0d-053d-406e-9573-3f182448136d,CUST9797,10215.09,2023-01-15,5,North,Success
a27d8fae-67f0-490d-bfcd-99251c60b40e,CUST5371,2707.6,2023-01-20,5,West,Fail
20b46d01-cb2d-4d72-883b-0fb521b4ab2d,CUST6573,3466.06,2023-01-19,3,South,Fail
1abb84af-670a-4773-ab05-58aaa372d6e4,CUST2827,2929.67,2023-01-04,4,South,Fail
837f72eb-0b50-4497-bbba-9a5ef7979dfe,CUST5808,1661.81,2023-01-03,1,West,Fail
d5ce716c-34b7-42d0-ad1e-4689521a740c,CUST8123,5278.57,2023-01-18,3,North,Fail
d38294a4-456c-4b94-b9c4-0d7f6de83aed,CUST3591,4341.46,2023-01-07,4,South,Success
cc951f04-f165-4fe7-bf8e-91d14ac779ba,CUST8433,4427.17,2023-01-17,3,North,Success
71658992-9280-4ae3-af01-b4d5b38443d4,CUST1053,1891.84,2023-01-09,3,West,Fail
7921570c-5d3d-4d38-a84c-ce1f6c3c6ca6,CUST5315,6011.31,2023-01-05,3,South,Fail
ed8d73ba-2422-4bc9-b8c8-ae58bc8e26f1,CUST9201,1478.93,2023-01-30,3,West,Success
a306cc8b-4837-471b-8cbc-71631ddd8ac0,CUST3927,3997.52,2023-01-12,5,East,Success
f538eebf-6563-4312-bd21-c9d777659f8e,CUST9317,8912.66,2023-01-29,3,West,Fail
3a9bc815-3e64-4254-a532-f37765957e9d,CUST2743,1816.62,2023-01-03,5,West,Fail
4405aaf4-168e-48f6-8d4e-fb4e402706d5,CUST5889,2245.88,2023-01-29,2,West,Success
5b0cfb67-7284-47ed-be48-6cfc8903a593,CUST9317,3133.25,2023-01-08,2,South,Success
869b9d9a-0c5d-485f-8998-7d69d5d1e44d,CUST4258,2317.54,2023-01-12,5,West,Success
ba36cc8f-09cf-453c-bcef-8f61dc275877,CUST3504,1372.88,2023-01-10,3,West,Success
aeb3149e-4cd2-471b-a544-af9424f8b58f,CUST7126,3084.92,2023-01-06,3,East,Fail
009be898-2121-41a3-af4f-395249ea0902,CUST3646,1752.59,2023-01-15,3,South,Success
5f702ed6-15e4-492f-9008-c5d4b33f0d33,CUST9837,3777.42,2023-01-27,6,East,Success
f1ccb69a-ec79-4057-8df8-c68f0d67bf73,CUST9689,1882.37,2023-01-18,6,West,Success
0b79b74f-1865-44a5-ac0d-ac5e80c0e770,CUST1009,6470.23,2023-01-23,3,South,Fail
77e22406-a3c4-4817-a76a-a401a915d017,CUST6310,2015,2023-01-10,5,East,Success
3aaca6f3-b7d7-42e4-bf9e-5f0b5f0efdd5,CUST9005,2537.59,2023-01-20,2,West,Fail
fe0124c6-0ffa-4d12-a98a-8400959e8971,CUST1319,4477.22,2023-01-26,4,North,Fail
f2c4563a-bd0e-45af-8ccd-6af8cb7e6a47,CUST2832,1610.93,2023-01-21,3,East,Fail
5790b13b-ea7c-49c9-99a2-f640e3d2b71a,CUST6947,3340.01,2023-01-17,2,South,Fail
5dcaf3ed-e207-4904-86df-c56da4096dad,CUST6038,5730.58,2023-01-01,4,East,Fail
0a3c84f6-201b-459c-911e-e6467e0e7a81,CUST4923,1334.43,2023-01-22,1,East,Fail
033275bd-154f-4935-ba9b-a53029648a43,CUST1949,3269.25,2023-01-27,3,East,Success
f5177905-0329-483e-a3d9-fee25b0e84ba,CUST4946,3394.6,2023-01-18,1,North,Success
8178df6f-5a50-491b-af34-e6e907d466b0,CUST2290,4406.83,2023-01-10,3,South,Success
a236d3df-0b9d-4a26-8c74-25d528f484ad,CUST2403,1606.04,2023-01-30,3,South,Success
a97c213f-d363-4f06-ac45-cb181ed9406e,CUST8962,1540.36,2023-01-22,1,South,Fail
85dcb473-8708-4351-ae4a-239dbd148f6c,CUST2133,3869.85,2023-01-04,2,West,Success
a039808c-3845-4a9e-9ce5-898820dd6cc9,CUST9727,3458.16,2023-01-31,4,South,Success
ad823cd9-2d25-429c-b16d-0cc9b7781c20,CUST3060,3378.7,2023-01-29,2,South,Success
ff9ac535-ec8c-4884-b81a-9a182155ae23,CUST3103,3544.75,2023-01-05,5,North,Success
78319eb3-b36d-48c6-84f1-06efda160d4c,CUST8787,2121.73,2023-01-09,0,West,Success
bbceeb7a-6e99-4c72-b7d1-5261c53c619a,CUST3705,3348.03,2023-01-04,3,West,Success
ec87ea43-9338-4662-aba1-b8dae3350ece,CUST5342,3451.4,2023-01-29,2,East,Success
574ed5cc-d5e6-4aa4-a0af-76961403c808,CUST9645,2085.63,2023-01-04,0,West,Fail
d8af82d9-8139-4448-9955-2e32d8e218ed,CUST7932,7577.11,2023-01-24,2,West,Fail
f4c64fb8-532c-4ec1-8f67-d291fe339c7a,CUST4470,3777.87,2023-01-18,2,North,Fail
7b6e4574-c4a1-4aac-8b89-97cb45123651,CUST9835,1643.11,2023-01-05,4,South,Fail
fbfc7fe0-c8a7-4742-9500-931233979458,CUST4295,4139.28,2023-01-09,2,West,Success
49c8bab4-ad0b-4c9d-b9c5-83027fb65fa1,CUST6107,1831.08,2023-01-10,1,West,Success
5c3ce0d2-a34f-4b4c-8570-e6c22337a281,CUST7537,4418.44,2023-01-20,1,North,Fail
304e9184-ffcd-4897-8a9e-b5486a288a40,CUST7118,5320.37,2023-01-07,0,West,Fail
edbb24be-6628-484c-bfab-50099b0ed795,CUST8177,1977.64,2023-01-23,2,West,Fail
8197ca78-a16b-4312-93c5-54aed47176d8,CUST9479,4825.59,2023-01-11,4,North,Success
13718314-11b7-44a0-88b0-ccd977d71cc4,CUST8397,3664.29,2023-01-07,3,East,Success
d162f84b-d553-4909-9efa-a8bbd4acfd29,CUST2982,4496.39,2023-01-22,5,East,Fail
b6af6538-9289-4de7-8d24-e03065044e64,CUST5061,7695.54,2023-01-21,5,West,Success
57b821cb-edbe-41c4-98ad-10d8f65cf8ed,CUST4681,2636.76,2023-01-28,3,West,Fail
c19a4811-aa29-474d-9f10-76d2de53f567,CUST2049,2044.96,2023-01-09,4,South,Success
e317473d-b6dc-4c2e-8969-4800a6836bc1,CUST6539,1910.73,2023-01-17,1,West,Success
5a3416ed-955e-437f-8f7f-ec652d8ba20c,CUST1344,1982.46,2023-01-16,3,South,Success
f41de50a-56a4-47de-b30d-c20fcd24c68b,CUST4770,2868.23,2023-01-09,4,East,Fail
29bf307d-145a-4d4b-827d-d560268f247b,CUST4608,3535.38,2023-01-29,4,West,Success
6a31c802-a50f-4b20-83be-1890a4cc46bb,CUST1117,3423.25,2023-01-30,3,West,Success
f8144f41-4240-4d19-9307-a54f6bec8016,CUST2163,4507.92,2023-01-28,2,North,Success
f37c0f0b-d34b-449e-a0a1-42bb5c1a4860,CUST1964,3000.4,2023-01-02,2,West,Success
ef85eddb-838b-4b16-a3da-3eaa07dd8530,CUST4750,6165.76,2023-01-03,3,East,Fail
c745a4cb-7a4a-4035-95e3-11d85f77a1d6,CUST2104,2611.48,2023-01-21,3,West,Fail
3c47b2b6-8b97-41ee-834a-702a6560f39b,CUST1514,11615.37,2023-01-14,4,South,Fail
6cfbd514-5eab-4893-8d07-412a1f876ab8,CUST6413,4075.85,2023-01-27,0,West,Success
935f2db3-d968-434b-8c55-620a89f9d73b,CUST2160,1941.9,2023-01-09,2,South,Fail
ec4101ed-3429-4523-ad39-d50dad638484,CUST9423,1745.08,2023-01-02,4,North,Fail
c9879aa7-738e-4487-aad1-c80ccd019639,CUST4899,3794.23,2023-01-01,2,West,Fail
c574ea37-f9e8-4706-a8be-348cc7a06109,CUST5562,2665.82,2023-01-11,4,North,Fail
7acb242e-3b38-4342-83d7-aaa2e0a122c3,CUST8953,4259.9,2023-01-25,3,North,Fail
2f367a28-5122-4bc4-854a-49d0ea653ff0,CUST4510,3776.75,2023-01-05,2,West,Fail
b61a674d-98a5-4b44-a2af-9423f5892011,CUST9834,2874.36,2023-01-21,3,South,Success
eb26388a-2862-47dd-91d6-28d26a0985a2,CUST3167,1951.99,2023-01-09,7,West,Success
c5552e4a-0b9c-438f-9600-441490901757,CUST8744,1397.69,2023-01-06,3,South,Fail
8720db60-344a-4a22-9f07-ddf159752006,CUST4981,2384.49,2023-01-24,5,North,Fail
c3bf10ff-aa61-4008-a6ec-13714bd3ac93,CUST8749,4574.26,2023-01-15,8,East,Fail
fd189fdf-a7ad-4e6a-a93d-aa8c9641d720,CUST7669,3317.77,2023-01-18,1,West,Success
f970ee17-5e56-4401-bad2-393e0b453e2c,CUST4119,1599,2023-01-23,2,East,Success
199e3c23-dec9-48ce-8492-15703cb5aaae,CUST2545,3250.59,2023-01-14,2,South,Success
656d77dc-3868-47d6-aba8-717a4703c8ba,CUST2588,3614.32,2023-01-18,1,West,Success
8948f427-17c5-43d8-a905-af5de0afec54,CUST8062,1916.15,2023-01-01,3,East,Fail
51c30110-eab6-4c50-96b3-8b1fba21c3e5,CUST6804,3219.12,2023-01-04,4,East,Success
32ac7dc0-d391-4f11-b096-9bb717f21c59,CUST7939,3068.99,2023-01-03,1,West,Success
7efff2c0-a4ed-4507-8438-8108e429a049,CUST7735,1683.31,2023-01-31,7,East,Fail
bae9bfaf-9b86-462a-abe4-cfe370315224,CUST8651,3564.91,2023-01-29,6,West,Fail
17dcddc8-69a7-43ba-9eef-b83df7a3a663,CUST1887,3945.74,2023-01-23,2,East,Fail
fe86c8e1-bd71-4498-82ba-36abf46b1840,CUST2612,5123.15,2023-01-29,2,North,Success
6bdf9e5b-928b-482e-913f-808f903d904a,CUST1993,5048.78,2023-01-05,1,West,Fail
3e9b6b88-f806-40c8-b50b-34fee8f3191c,CUST7596,1496.92,2023-01-18,0,North,Fail
392b0941-9c7a-4a0a-8564-549ae4aa8381,CUST6559,1865.13,2023-01-02,4,North,Success
40ab41d7-4cfd-404c-8f44-24ea64b31cf5,CUST2790,3856.51,2023-01-27,3,East,Fail
8af7a9af-370b-47fc-92c0-b7e9e91d884a,CUST5073,3854.1,2023-01-12,4,South,Fail
d722c42e-22bf-4beb-a391-62e3f54a38e1,CUST4139,3856.53,2023-01-19,5,North,Fail
c4f47850-33b7-437d-8d2a-f283f0456e1a,CUST4116,20462.84,2023-01-18,1,North,Fail
2ead61f3-44a3-4726-a452-a756c78d2846,CUST9786,3965.73,2023-01-05,1,North,Fail
f498c654-2822-41a0-a5c3-b1c43d7b5b48,CUST8350,5259.46,2023-01-14,2,South,Success
7c2381f2-ec2a-4407-b381-44255ffc788e,CUST3296,4803.02,2023-01-05,6,South,Success
de4137ea-6e2d-437f-add5-3d6c0965d7a4,CUST7912,4128.61,2023-01-02,3,North,Fail
ae5e3a08-bf92-417c-bea9-929172e79357,CUST4006,2546.22,2023-01-10,3,South,Fail
10c2a8f2-89d0-485c-bf8f-9508d32a02fc,CUST5563,4356.76,2023-01-12,2,South,Fail
5618814b-f7e2-424d-9617-9fc8d8643370,CUST8579,2025.53,2023-01-29,6,South,Fail
5636c9e7-9d54-4654-9c89-fdf31be87d96,CUST5092,2648.08,2023-01-30,1,West,Fail
6ba09450-a455-4983-bbad-3dad292cc839,CUST2235,2338.62,2023-01-26,3,North,Success
c7d958bb-62b5-43a8-bfb9-30edc213fa85,CUST8260,3105.52,2023-01-28,1,South,Fail
